개선된 게임프레스 DPS 기반의 속성별 레이드 성능 | 제작: Hawaii,,,,,,,,,,,,,,,,,,,,,,
시즌: 새로운 발걸음 | 2026년 6월 2일~2026년 9월 8일,,,,,,,,,,,,,,,,,,,,,,
,4510,M,,,65M,후딘(메가),,에스퍼,염동력,,에스퍼,사이코키네시스*,36.9,1188.7,59899.5,87.5,91.8,54.3,90.6,ABA,,
,5007,M,,,282M,가디안(메가),,에스퍼,염동력,,에스퍼,사이코키네시스,33.3,1624.8,60061.5,84.4,82.8,74.2,87.4,AAA,,
,4178,M,,,381M,라티오스(메가),,에스퍼,사념의박치기,,에스퍼,사이코키네시스,32.2,1520.1,50685.5,83.9,80.0,69.5,86.9,ABA,,
,,,,,150,뮤츠,,에스퍼,염동력,,에스퍼,사이코브레이크*,33.2,1347.1,49302.7,83.4,82.5,61.5,86.3,ABA,,
,4178,,,,792,루나아라,,에스퍼,염동력,,에스퍼,사이코키네시스,26.0,2937.8,51723.8,83.1,64.6,134.2,86.1,BSA,,
,4042,M,,,,메타그로스(메가),,에스퍼,사념의박치기,,에스퍼,사이코키네시스,28.6,2188.9,51328.7,83.0,71.1,100.0,85.9,ASA,,
,,M,,,475M,엘레이드(메가),,에스퍼,염동력,,에스퍼,사이코키네시스,33.0,1340.5,48285.2,82.9,82.0,61.2,85.9,ABA,,
,4178,DW,,,,네크로즈마(새벽의날개),,에스퍼,사이코커터,,에스퍼,미래예지,25.5,2543.0,42342.4,79.1,63.4,116.2,81.9,BSA,,
,3812,S,,,이름 재입력,그림자 메타그로스,,에스퍼,사념의박치기,,에스퍼,사이코키네시스,30.2,1531.3,41999.0,78.9,74.9,70.0,81.7,ABA,,
,4801,S,,,이름 재입력,그림자 라티오스,,에스퍼,사념의박치기,,에스퍼,사이코키네시스,31.8,1107.5,35487.2,76.8,78.9,50.6,79.5,ABA,,
,3791,,,,이름 재입력,뮤츠³,,에스퍼,사이코커터,,에스퍼,사이코키네시스,30.5,1238.1,35190.3,76.6,75.8,56.6,79.4,ABA,,
,4006,M,,,380M,라티아스(메가),,에스퍼,사념의박치기,,에스퍼,사이코키네시스,27.8,1599.0,34235.1,76.1,69.0,73.1,78.8,BAA,,
,,M,,,이름 재입력,칼라마네로(메가),,에스퍼,사이코커터,,에스퍼,환상빔++++,30.5,1079.3,30684.5,74.4,75.8,49.3,77.1,ABA,,
,3057,,,,720U,후파(굴레를 벗어난),,에스퍼,염동력,,에스퍼,사이코키네시스,32.2,864.5,28766.2,73.2,79.9,39.5,75.9,ABA,,
,3510,S,,,이름 재입력,그림자 후딘,,에스퍼,염동력,,에스퍼,사이코키네시스,33.8,742.0,28602.6,72.8,83.9,33.9,75.4,ABA,,
,,S,,,,그림자 레지기가스,,에스퍼,잠재파워(에스퍼),,노말,묵사발*,32.4,805.8,27455.9,72.0,80.5,36.8,74.6,ABA,,
,,DM,,,,네크로즈마(황혼의갈기),,에스퍼,사이코커터,,에스퍼,미래예지,25.8,1600.4,27338.6,70.9,64.0,73.1,73.4,BAA,,
,3093,S,,,이름 재입력,그림자 가디안,,에스퍼,염동력,,에스퍼,사이코키네시스,30.1,1046.5,28553.0,70.0,74.8,47.8,72.5,ABA,,
,,,,,376,메타그로스,,에스퍼,사념의박치기,,에스퍼,사이코키네시스,25.0,1524.6,23763.1,68.4,62.1,69.7,70.9,BBA,,
,,M,,,이름 재입력,아쿠스타(메가),,에스퍼,사이코웨이브,,에스퍼,사이코키네시스,27.7,1034.3,21982.9,68.1,68.8,47.3,70.6,BBA,,
,3812,S,,,이름 재입력,그림자 라티아스,,에스퍼,사념의박치기,,에스퍼,사이코키네시스,27.1,1087.0,21636.4,67.9,67.3,49.7,70.3,BBA,,
,3791,,,,이름 재입력,라티오스¹,,에스퍼,사념의박치기,,에스퍼,사이코키네시스,26.3,1099.0,19884.6,66.4,65.2,50.2,68.8,BBB,,
,3755,DWI,,,,프리져(가라르),,에스퍼,사이코커터,,에스퍼,미래예지,23.5,1361.3,17745.5,63.6,58.5,62.2,65.9,BBB,,
,3170,M,,,80M,야도란(메가),,에스퍼,염동력,,에스퍼,사이코키네시스,23.3,1325.4,16677.5,63.6,57.8,60.6,65.9,BBB,,
,,,,,196,에브이,,에스퍼,염동력,,에스퍼,사이코키네시스,27.0,822.9,16265.5,63.2,67.2,37.6,65.4,BBB,,
,3057,,,,65,후딘,,에스퍼,염동력,,에스퍼,사이코키네시스*,27.9,737.0,16083.2,63.0,69.4,33.7,65.2,BBB,,
,3812,,,,786,카푸나비나,,에스퍼,염동력,,에스퍼,미래예지,25.0,1144.0,17878.0,62.3,62.1,52.3,64.6,BBB,,
,,,,,이름 재입력,라티오스²,,에스퍼,사념의박치기,,에스퍼,러스트퍼지*,24.4,1023.8,14909.6,61.8,60.7,46.8,64.0,BBB,,
,,,,,385,지라치,,에스퍼,염동력,,에스퍼,사이코키네시스,22.0,1453.7,15407.1,61.4,54.6,66.4,63.6,BBB,,
,3494,,,,,네크로즈마,,에스퍼,사이코커터,,에스퍼,미래예지,23.8,1052.8,14176.3,61.1,59.1,48.1,63.2,BBB,,
,3972,,,,282,가디안,,에스퍼,염동력,,에스퍼,사이코키네시스,24.9,1041.3,16016.7,60.6,61.8,47.6,62.8,BBB,,
,3510,,,,482,아그놈,,에스퍼,신통력,,에스퍼,미래예지,25.8,755.7,12949.1,59.7,64.1,34.5,61.8,BBB,,
,3093,,,,380,라티아스,,에스퍼,사념의박치기,,에스퍼,사이코키네시스,22.4,1080.5,12207.8,58.8,55.7,49.4,60.9,BBB,,
,,,,,648AF,메로엣타(보이스폼),,에스퍼,염동력,,에스퍼,사이코쇼크,23.2,927.8,11601.8,58.4,57.7,42.4,60.4,BBB,,
,3265,,,,858,브리무음,,에스퍼,염동력,,에스퍼,사이코키네시스,24.8,869.6,13299.3,57.9,61.7,39.7,59.9,BBB,,
,4042,,,,791,솔가레오,,에스퍼,사념의박치기,,에스퍼,사이코팽,19.1,1346.1,9361.8,54.2,47.4,61.5,56.2,BBB,,
제작: Hawaii,최신버전주소: bit.ly/pogoraidspec,,,최신버전: bit.ly/pogoraidspec,,,,,*대단한 기술머신 필요,,,,,,,,● 종합(ER) = (DPS³ × TDO)^(0.25),,,///,,
2026-09-01,CP (Lv. 40),,1열,레벨 40,2열,포켓몬,3열,4열,일반공격,5열,6열,차징공격,DPS,TDO,D3T,ER,DPS(%),TDO(%),종합(%),18열,,DPS-TDO 그래프
,,,,,,,,,,,,,32.4,2095.3,30911.6,78.1,31.1,1966.3,72.5,BSA,,
,,,,,,,,,,,,,,,,,0.0,0.0,0.0,FFF,,
,4512,M,,,282M,가디안(메가),,페어리,애교부리기,,페어리,매지컬샤인,31.1,1966.3,59122.3,86.3,100.0,100.0,119.1,SSS,,
,,CSword,,,,자시안(검왕),,강철,메탈클로,,페어리,치근거리기,28.2,2274.0,50802.4,81.7,90.6,115.7,112.7,ASS,,
페어리,,,,,,러브로스(화신폼),,페어리,요정의바람,,페어리,매지컬샤인,26.9,1435.4,28040.8,72.5,86.6,73.0,100.0,AAS,,
,3093,S,,,이름 재입력,그림자 가디안,,페어리,애교부리기,,페어리,매지컬샤인,27.9,1264.0,27518.1,71.3,89.8,64.3,98.4,ABA,,
,3781,,,,,카푸나비나,,에스퍼,염동력,,페어리,자연의분노*,24.9,1524.5,23617.6,68.8,80.2,77.5,94.9,AAA,,
,,,,,716,제르네아스,,페어리,지오컨트롤*,,페어리,문포스,23.7,1648.6,22013.4,68.2,76.3,83.8,94.1,AAA,,
,3332,,,,,카푸꼬꼬꼭,,전기,볼트체인지,,페어리,자연의분노*,25.0,1207.3,18757.7,65.5,80.3,61.4,90.4,ABA,,
,,,,,,카푸브루루,,풀,씨기관총,,페어리,자연의분노*,23.9,1357.5,18493.1,65.3,76.8,69.0,90.1,ABA,,
,,,,,468,토게키스,,페어리,애교부리기,,페어리,매지컬샤인,21.9,1680.7,17669.4,64.6,70.5,85.5,89.1,AAA,,
,2552,M,,,65M,후딘(메가),,에스퍼,사이코커터,,페어리,매지컬샤인*,28.4,769.7,17555.2,63.9,91.2,39.1,88.2,ABA,,
,4510,S,,,이름 재입력,그림자 그랑블루,,페어리,애교부리기,,페어리,치근거리기,25.6,917.6,15338.6,62.3,82.2,46.7,86.0,ABA,,
,3829,,,,282,가디안,,페어리,애교부리기,,페어리,매지컬샤인,23.2,1259.3,15636.8,61.9,74.5,64.0,85.4,ABA,,
,,,,,이름 재입력,러브로스(영물폼),,페어리,요정의바람,,페어리,문포스,21.6,1407.1,14206.6,61.1,69.5,71.6,84.4,BAA,,
,3093,,,,888,자시안(역전의 용사),,악,바크아웃,,페어리,치근거리기,21.0,1465.4,13653.7,60.5,67.7,74.5,83.5,BAA,,
,3200,,,,858,브리무음,,페어리,애교부리기,,페어리,매지컬샤인,23.1,1052.1,13027.3,59.1,74.4,53.5,81.6,ABA,,
,,M,,,719M,디안시(메가),,바위,돌떨구기,,페어리,문포스,22.8,1055.8,12444.2,58.6,73.2,53.7,80.9,ABA,,
,4346,,,,730,누리레느,,페어리,애교부리기,,페어리,문포스,21.1,1209.2,11353.3,57.8,67.8,61.5,79.7,BBA,,
,3069,,,,700,님피아,,페어리,애교부리기,,페어리,매지컬샤인,20.1,1357.0,10975.7,57.3,64.6,69.0,79.1,BBA,,
,3937,,,,796,전수목,,전기,전기쇼크,,페어리,매지컬샤인,26.0,603.4,10655.1,57.1,83.7,30.7,78.8,ABA,,
,2552,,,,210,그랑블루,,페어리,애교부리기,,페어리,치근거리기,21.1,911.1,8615.2,53.9,68.0,46.3,74.4,BBA,,
,3234,,,,671,플라제스,,페어리,요정의바람,,페어리,문포스,18.6,1288.2,8264.4,53.4,59.8,65.5,73.6,BBA,,
,3163,M,,,334M,파비코리(메가),,드래곤,용의숨결,,페어리,매지컬샤인,19.6,996.2,7553.4,52.4,63.2,50.7,72.3,BBA,,
,2461,,,,78G,날쌩마(가라르),,페어리,요정의바람,,페어리,치근거리기,20.3,898.9,7507.9,51.5,65.3,45.7,71.1,BBA,,
,,,,,36,픽시,,페어리,애교부리기,,페어리,매지컬샤인,17.9,975.8,5640.3,48.5,57.7,49.6,66.9,BBB,,
,2437,M,,,303M,입치트(메가),,페어리,요정의바람,,페어리,치근거리기,18.4,995.5,6163.7,48.2,59.1,50.6,66.5,BBB,,
제작: Hawaii,최신버전주소: bit.ly/pogoraidspec,,,최신버전: bit.ly/pogoraidspec,,,,,*대단한 기술머신 필요 / **이벤트 한정 기술			,,,,,,,,● 종합(ER) = (DPS³ × TDO)^(0.25),,,///,,
2026-09-01,CP (Lv. 40),,1열,레벨 40,2열,포켓몬,3열,4열,일반공격,5열,6열,차징공격,DPS,TDO,D3T,ER,DPS(%),TDO(%),종합(%),18열,,DPS-TDO 그래프
,,,,,,,,,,,,,35.4,1416.1,26481.2,78.7,34.1,1325.7,76.8,BSA,,
,,,,,,,,,,,,,,,,,0.0,0.0,0.0,FFF,,
,,WK,,,,큐레무(화이트),,얼음,얼음엄니,,얼음,콜드플레어**,35.4,1325.7,59015.5,86.8,103.8,100.0,113.0,SSS,,
,,BK,,,,큐레무(블랙),,드래곤,드래곤테일,,얼음,프리즈볼트**,34.1,1250.3,49762.7,83.1,100.0,94.3,108.2,SAS,,
,,M,,,150MY,뮤츠(메가Y),,에스퍼,사이코커터,,얼음,냉동빔,30.5,1224.0,34719.0,76.8,89.3,92.3,100.0,AAS,,
얼음,3328,S,,,,그림자 레지기가스,,얼음,잠재파워(얼음),,노말,묵사발*,31.9,979.0,31721.7,75.1,93.4,73.9,97.8,AAA,,
,3005,M,,,150MX,뮤츠(메가X),,에스퍼,사이코커터,,얼음,냉동빔,29.9,1047.5,27995.4,72.5,87.6,79.0,94.4,AAA,,
,,S,,,473,그림자 맘모꾸리,,얼음,눈싸라기,,얼음,눈사태,31.1,671.7,20276.1,66.9,91.2,50.7,87.1,ABA,,
,4178,PA,,,382P,가이오가(원시),,물,폭포오르기,,얼음,눈사태,25.5,1067.0,17663.6,64.6,74.7,80.5,84.2,AAA,,
,,S,,,이름 재입력,그림자 뮤츠,,에스퍼,사이코커터,,얼음,냉동빔,27.7,724.0,15469.2,62.7,81.3,54.6,81.7,ABA,,
,3550,S,,,461,그림자 포푸니라,,얼음,얼음뭉치,,얼음,눈사태,29.4,590.7,14958.9,62.2,86.0,44.6,81.0,ABA,,
,,,,,998,드닐레이브,,얼음,얼음엄니,,얼음,눈사태,25.8,838.2,14435.9,61.0,75.6,63.2,79.5,ABA,,
,,M,,,460M,눈설왕(메가),,얼음,눈싸라기,,얼음,웨더볼(얼음),24.6,933.4,13976.8,60.3,72.2,70.4,78.6,AAA,,
,,,,,646,큐레무,,드래곤,용의숨결,,얼음,얼어붙은세계*,25.0,856.8,13359.6,59.8,73.2,64.6,77.9,ABA,,
,3105,,,,555GSM,불비달마(가라르),,얼음,얼음엄니,,얼음,눈사태,27.4,609.2,12589.6,59.6,80.4,46.0,77.6,ABA,,
,3575,S,,,144,그림자 프리져,,얼음,얼음숨결,,얼음,트리플악셀,22.6,1113.3,12887.7,59.0,66.3,84.0,76.9,BAA,,
,,M,,,362M,얼음귀신(메가),,얼음,얼음숨결,,얼음,눈사태,25.3,659.6,10728.6,57.2,74.2,49.8,74.6,ABA,,
,,,,,473,맘모꾸리,,얼음,눈싸라기,,얼음,눈사태,25.5,659.6,10884.5,57.2,74.6,49.8,74.6,ABA,,
,3229,S,,,이름 재입력,그림자 아마루르가,,얼음,얼음숨결,,얼음,웨더볼(얼음),25.1,682.4,10774.7,56.5,73.5,51.5,73.5,ABA,,
,3328,,,,150,뮤츠,,에스퍼,사이코커터,,얼음,냉동빔,22.9,715.4,8537.5,54.1,66.9,54.0,70.4,BBA,,
,3405,,,,,글레이시아¹,,얼음,얼음숨결,,얼음,눈사태,23.6,640.8,8402.6,53.8,69.1,48.3,70.1,BBA,,
,3126,,,,,우락고래,,얼음,얼음뭉치,,얼음,눈사태,22.2,768.2,8359.1,53.8,64.9,58.0,70.1,BBA,,
,3005,,,,이름 재입력,포푸니라¹,,얼음,얼음뭉치,,얼음,눈사태,24.2,583.7,8254.6,53.6,70.8,44.0,69.8,ABB,,
,3005,,,,이름 재입력,글레이시아²,,얼음,얼음뭉치,,얼음,눈사태,23.4,636.0,8153.3,53.4,68.6,48.0,69.6,BBB,,
,,,,,,포푸니라²,,얼음,얼음뭉치,,얼음,트리플악셀,23.9,575.8,7818.2,52.9,69.9,43.4,68.9,BBB,,
,,S,,,460,그림자 눈설왕,,얼음,눈싸라기,,얼음,웨더볼(얼음),23.2,611.6,7613.9,51.8,67.9,46.1,67.5,BBB,,
,2362,,,,144,프리져,,얼음,얼음숨결,,얼음,트리플악셀,18.7,1107.6,7277.4,51.2,54.9,83.6,66.7,BAB,,
,3575,,,,713,크레베이스,,얼음,얼음엄니,,얼음,눈사태,19.8,807.7,6230.3,50.0,57.9,60.9,65.1,BBB,,
,,,,,584,배바닐라,,얼음,얼음숨결,,얼음,눈사태*,21.9,572.8,6053.8,49.6,64.3,43.2,64.6,BBB,,
,2555,,,,713H,크레베이스(히스이),,얼음,눈싸라기,,얼음,눈보라,19.7,763.7,5815.6,48.4,57.6,57.6,63.0,BBB,,
,2802,,,,699,아마루르가,,얼음,얼음숨결,,얼음,웨더볼(얼음),20.5,670.7,5768.5,48.3,60.0,50.6,62.9,BBB,,
,3042,,,,866,마임꽁꽁,,얼음,얼음뭉치,,얼음,트리플악셀,21.0,580.3,5392.5,48.2,61.6,43.8,62.8,BBB,,
,3457,,,,124,루주라,,얼음,얼음숨결,,얼음,눈사태,22.6,464.2,5385.8,48.2,66.3,35.0,62.8,BBB,,
,2822,,,,614,툰베어,,얼음,눈싸라기,,얼음,냉동펀치,19.8,531.1,4147.2,45.1,58.1,40.1,58.8,BBB,,
,3122,,,,378,레지아이스,,얼음,얼음숨결,,얼음,눈보라,17.0,785.6,3889.3,44.4,49.9,59.3,57.9,BBB,,
제작: Hawaii,최신버전주소: bit.ly/pogoraidspec,,,로우데이터: https://leessang01.github.io/posts/PokemonGo-comprehensive-dps-calculator/,,,,,*대단한 기술머신 필요 / **이벤트 한정 기술,,,,,,,,▲종합(ER) = (DPS³ × TDO)^(1/4),,,,,
2024. 9. 2.,CP (Lv. 40),,1열,레벨 40,2열,포켓몬,3열,4열,일반공격,5열,6열,차징공격,DPS,TDO,D3T,ER,DPS(%),TDO(%),종합(%)▼,속성,순위,DPS BAR
,,,,,,,,,,,,,,,0.0,0.00,0.0,0.0,0.0,,#0,
게,4178,DM,,,,네크로즈마(황혼의갈기),,강철,메탈클로,,강철,메테오드라이브**,24.5,858.8,12620.3,59.60,85.8,79.7,84.2,강철,#1,
임,,S,,,,그림자 메타그로스,,강철,불릿펀치,,강철,코멧펀치*,22.0,633.5,6734.5,50.94,77.1,58.8,72.0,강철,#2,
프,,S,,,,그림자 몰드류,,강철,메탈클로,,강철,아이언헤드,18.9,404.1,2720.0,40.61,66.2,37.5,57.4,강철,#3,
레,,,,,,디아루가,,강철,메탈클로,,강철,아이언헤드,16.2,560.5,2402.5,39.37,56.9,52.0,55.6,강철,#4,
스,,,,,,메타그로스,,강철,불릿펀치,,강철,코멧펀치*,18.2,627.8,3760.5,44.04,63.6,58.2,62.2,강철,#5,
,,M,,,,루카리오(메가),,강철,불릿펀치,,강철,러스터캐논,16.3,400.7,1720.0,36.21,57.0,37.2,51.2,강철,#6,
,,M,,,,루카리오(메가),,격투,발경*,,격투,파동탄,26.6,656.3,12377.4,59.31,93.3,60.9,83.8,격투,#1,
데,,,,,,테라키온,,격투,두번차기,,격투,성스러운칼*,19.3,621.2,4470.0,45.98,67.7,57.6,65.0,격투,#2,
이,,S,,,,그림자 노보청,,격투,카운터,,격투,폭발펀치,20.1,499.2,4065.9,44.90,70.5,46.3,63.5,격투,#3,
터,,M,,,,번치코(메가),,격투,카운터,,격투,기합구슬,20.3,528.7,4428.0,45.87,71.2,49.0,64.8,격투,#4,
,4336,M,,,,헤라크로스(메가),,격투,카운터,,격투,인파이트,19.5,661.5,4933.7,47.13,68.5,61.4,66.6,격투,#5,
기,4455,S,,,,그림자 괴력몬,,격투,카운터,,격투,폭발펀치,19.2,429.1,3040.4,41.76,67.3,39.8,59.0,격투,#6,
준,4161,,,,,루카리오,,격투,발경*,,격투,파동탄,19.1,394.4,2754.6,40.74,67.0,36.6,57.6,격투,#7,
,,,,,,노보청,,격투,카운터,,격투,폭발펀치,16.6,493.7,2250.2,38.73,58.1,45.8,54.7,격투,#8,
성,4510,DW,,,,네크로즈마(새벽의날개),,고스트,섀도클로,,고스트,섀도레이**,22.6,793.9,9216.5,55.10,79.4,73.6,77.9,고스트,#1,
능,5031,M,,,,팬텀(메가),,고스트,섀도클로,,고스트,섀도볼,23.3,588.1,7432.4,52.21,81.6,54.5,73.8,고스트,#2,
순,,S,,,,그림자 뮤츠,,에스퍼,사이코커터,,고스트,섀도볼*,21.3,557.0,5419.1,48.25,74.8,51.7,68.2,고스트,#3,
,4401,S,,,,그림자 샹델라,,고스트,병상첨병,,고스트,섀도볼,21.4,413.7,4032.3,44.81,74.9,38.4,63.3,고스트,#4,
목,3791,,,,,다크라이,,악,바크아웃,,고스트,섀도볼,17.4,481.6,2547.6,39.95,61.1,44.7,56.5,고스트,#5,
록,4336,M,,,,팬텀(메가),,고스트,핥기*,,독,오물폭탄,22.4,565.9,6371.5,50.24,78.5,52.5,71.0,독,#1,
,5007,M,,,,독침붕(메가),,독,독찌르기,,독,오물폭탄,20.2,406.0,3328.6,42.71,70.7,37.7,60.4,독,#2,
,,,,,,텅비드,,독,독찌르기,,독,오물폭탄,16.7,663.8,3076.7,41.88,58.4,61.6,59.2,독,#3,
,,,,,,아고용,,독,독찌르기,,독,오물폭탄,17.7,409.4,2254.5,38.75,61.9,38.0,54.8,독,#4,
,3749,M,,,,레쿠쟈(메가),,드래곤,드래곤테일,,드래곤,와이드브레이커*,25.5,965.0,16072.7,63.32,89.5,89.5,89.5,드래곤,#1,
,,M,,,,한카리아스(메가),,드래곤,드래곤테일,,드래곤,역린,21.7,907.3,9294.2,55.21,76.1,84.1,78.0,드래곤,#2,
,,,,,,펄기아(오리진),,드래곤,드래곤테일,,드래곤,공간절단**,20.6,695.4,6112.8,49.72,72.3,64.5,70.3,드래곤,#3,
,,M,,,,보만다(메가),,드래곤,드래곤테일,,드래곤,역린*,19.8,844.8,6569.6,50.63,69.4,78.4,71.6,드래곤,#4,
,,S,,,,그림자 보만다,,드래곤,드래곤테일,,드래곤,역린*,22.1,539.3,5788.0,49.05,77.3,50.0,69.3,드래곤,#5,
,4056,S,,,,그림자 한카리아스,,드래곤,드래곤테일,,드래곤,역린,20.7,633.5,5646.7,48.75,72.7,58.8,68.9,드래곤,#6,
,5007,M,,,,라티오스(메가),,드래곤,용의숨결,,드래곤,드래곤클로,19.3,702.1,5030.2,47.36,67.6,65.1,66.9,드래곤,#7,
,4178,,,,,디아루가(오리진),,드래곤,용의숨결,,드래곤,시간의포효**,19.6,717.9,5399.7,48.20,68.7,66.6,68.1,드래곤,#8,
,,PO,,,,그란돈(원시),,땅,머드샷,,땅,단애의칼*,21.9,1001.6,10503.0,56.93,76.7,92.9,80.5,땅,#1,
,,S,,,,그림자 그란돈,,땅,머드샷,,땅,단애의칼*,20.5,634.7,5492.9,48.41,72.0,58.9,68.4,땅,#2,
,,M,,,,한카리아스(메가),,땅,머드샷,,땅,대지의힘*,20.2,844.7,6983.1,51.41,70.9,78.3,72.7,땅,#3,
,,,,,,그란돈,,땅,머드샷,,땅,단애의칼*,17.2,636.9,3222.8,42.37,60.2,59.1,59.9,땅,#4,
,4161,S,,,,그림자 한카리아스,,땅,머드샷,,땅,대지의힘*,19.4,593.4,4346.7,45.66,68.1,55.0,64.5,땅,#5,
,3698,,,,,랜드로스(영물폼),,땅,머드샷,,땅,열사의폭풍*,19.1,565.9,3946.2,44.57,67.0,52.5,63.0,땅,#6,
,,S,,,,그림자 몰드류,,땅,진흙뿌리기,,땅,열사의대지,20.3,433.6,3606.9,43.58,71.0,40.2,61.6,땅,#7,
,3465,M,,,,대짱이(메가),,땅,머드샷,,땅,지진,16.4,634.6,2775.2,40.82,57.3,58.9,57.7,땅,#8,
,3941,S,,,,그림자 맘모꾸리,,땅,진흙뿌리기,,땅,10만마력,19.0,454.4,3112.3,42.00,66.6,42.1,59.4,땅,#9,
,,PA,,,,가이오가(원시),,물,폭포오르기,,물,근원의파동*,22.0,1008.8,10807.8,57.34,77.3,93.6,81.0,물,#1,
,,S,,,,그림자 가이오가,,물,폭포오르기,,물,근원의파동*,20.7,639.1,5645.7,48.74,72.4,59.3,68.9,물,#2,
,,,,,,가이오가,,물,폭포오르기,,물,근원의파동*,17.2,638.3,3250.8,42.46,60.3,59.2,60.0,물,#3,
,,M,,,,대짱이(메가),,물,물대포,,물,하이드로캐논*,19.9,774.0,6140.1,49.78,69.9,71.8,70.4,물,#4,
,,M,,,,거북왕(메가),,물,물대포,,물,하이드로캐논*,18.5,657.4,4175.2,45.20,64.9,61.0,63.9,물,#5,
,4510,,,,,샤미드,,물,물대포,,물,하이드로펌프,12.7,453.2,929.9,31.05,44.5,42.0,43.9,물,#6,
,,M,,,,마기라스(메가),,바위,떨어뜨리기*,,바위,스톤에지,17.4,842.7,4430.2,45.88,60.9,78.2,64.8,바위,#1,
,3452,S,,,,그림자 램펄드,,바위,떨어뜨리기,,바위,스톤샤워,22.2,372.8,4088.2,44.97,77.9,34.6,63.6,바위,#2,
,,S,,,,그림자 거대코뿌리,,바위,떨어뜨리기,,바위,암석포*,19.6,618.4,4663.4,46.47,68.7,57.4,65.7,바위,#3,
,3677,S,,,,그림자 마기라스,,바위,떨어뜨리기,,바위,스톤에지,17.4,535.2,2804.9,40.92,60.9,49.6,57.8,바위,#4,
,,,,,,램펄드,,바위,떨어뜨리기,,바위,스톤샤워,18.2,366.8,2217.5,38.59,63.8,34.0,54.5,바위,#5,
,3791,M,,,,디안시(메가),,바위,돌떨구기,,바위,스톤샤워,20.1,528.8,4262.8,45.44,70.3,49.0,64.2,바위,#6,
,,,,#N/A,,거대코뿌리,,바위,떨어뜨리기,,바위,암석포*,16.1,610.7,2567.2,40.03,56.6,56.6,56.6,바위,#7,
,,M,,,,프테라(메가),,바위,돌떨구기,,바위,스톤샤워,17.5,561.5,3030.5,41.72,61.5,52.1,59.0,바위,#8,
,3328,M,,,,쁘사이저(메가),,벌레,연속자르기,,벌레,시저크로스,18.0,545.8,3163.5,42.17,63.0,50.6,59.6,벌레,#1,
,,M,,,,헤라크로스(메가),,벌레,벌레의저항,,벌레,메가혼,17.8,603.9,3426.0,43.02,62.5,56.0,60.8,벌레,#2,
,,,,,,페로코체,,벌레,벌레먹기,,벌레,벌레의야단법석,20.3,265.7,2208.3,38.55,71.0,24.6,54.5,벌레,#3,
,3698,,,,,불카모스,,벌레,벌레먹기,,벌레,벌레의야단법석,16.3,491.3,2124.6,38.18,57.1,45.6,54.0,벌레,#4,
,,M,,,,독침붕(메가),,벌레,벌레먹기*,,벌레,시저크로스,18.2,366.3,2205.4,38.54,63.8,34.0,54.5,벌레,#5,
,3328,M,,,,핫삼(메가),,벌레,연속자르기,,벌레,시저크로스,16.5,568.0,2559.4,40.00,57.9,52.7,56.5,벌레,#6,
,3056,M,,,,번치코(메가),,불꽃,회오리불꽃,,불꽃,블레이즈킥,23.8,620.0,8375.3,53.80,83.5,57.5,76.0,불꽃,#1,
,3842,M,,,,리자몽(메가Y),,불꽃,회오리불꽃,,불꽃,블라스트번*,22.8,721.2,8521.0,54.03,79.8,66.9,76.4,불꽃,#2,
,,,,,,레시라무,,불꽃,불꽃엄니,,불꽃,크로스플레임*,19.4,668.6,4863.6,46.96,67.9,62.0,66.4,불꽃,#3,
,4118,S,,,,그림자 히드런,,불꽃,회오리불꽃,,불꽃,마그마스톰*,20.8,615.0,5551.1,48.54,73.0,57.0,68.6,불꽃,#4,
,4178,,,,,부스터,,불꽃,회오리불꽃,,불꽃,오버히트,15.9,381.2,1534.0,35.19,55.7,35.4,49.7,불꽃,#5,
,,M,,,,레쿠쟈(메가),,비행,에어슬래시,,비행,화룡점정**,28.5,1078.2,25051.5,70.75,100.0,100.0,100.0,비행,#1,
,,,,,,레쿠쟈,,비행,에어슬래시,,비행,화룡점정**,22.2,649.9,7112.5,51.64,77.8,60.3,73.0,비행,#2,
,3383,S,,,,그림자 파이어,,비행,날개치기,,비행,불새*,,,0.0,0.00,0.0,0.0,0.0,비행,#3,
,,M,,,,마기라스(메가),,악,물기,,악,세차게휘두르기,,,0.0,0.00,0.0,0.0,0.0,악,#1,
,3625,S,,,,그림자 마기라스,,악,물기,,악,세차게휘두르기,,,0.0,0.00,0.0,0.0,0.0,악,#2,
,,M,,,,헬가(메가),,악,바크아웃,,악,속임수,,,0.0,0.00,0.0,0.0,0.0,악,#3,
,4717,M,,,,갸라도스(메가),,악,물기,,악,깨물어부수기,,,0.0,0.00,0.0,0.0,0.0,악,#4,
,3949,S,,,,그림자 포푸니라,,악,바크아웃,,악,속임수,,,0.0,0.00,0.0,0.0,0.0,악,#5,
,,,,,,삼삼드래,,악,물기,,악,세차게휘두르기*,,,0.0,0.00,0.0,0.0,0.0,악,#6,
,3834,,,,,블래키,,악,바크아웃,,악,속임수,,,0.0,0.00,0.0,0.0,0.0,악,#7,
,3005,S,,,,그림자 맘모꾸리,,얼음,눈싸라기,,얼음,눈사태,,,0.0,0.00,0.0,0.0,0.0,얼음,#1,
,4401,S,,,,그림자 포푸니라,,얼음,얼음뭉치,,얼음,눈사태,,,0.0,0.00,0.0,0.0,0.0,얼음,#2,
